RID,SCENARIO,Choice_set,alt,CHOICE,x1,x2,x3,x4,choice_biogeme
47,2,11,2,0,4.5,1.8,0.2,10,3
47,2,11,3,1,1.7,3.6,0.5,0,3
47,2,11,4,0,0.0,0.0,0.0,0,3
47,3,12,1,1,4.5,0.8,0.2,0,1
47,3,12,2,0,6.0,3.6,0.5,10,1
47,3,12,3,0,1.7,5.5,1.0,0,1
47,3,12,4,0,0.0,0.0,0.0,0,1
50,1,16,1,1,4.5,3.6,0.5,10,1
50,1,16,2,0,1.7,3.6,1.0,5,1
50,1,16,3,0,6.0,1.8,0.2,0,1
50,1,16,4,0,0.0,0.0,0.0,0,1
50,2,17,1,0,6.0,1.8,0.2,10,2
50,2,17,2,1,1.7,3.6,1.0,0,2
50,2,17,3,0,4.5,3.6,0.5,5,2
50,2,17,4,0,0.0,0.0,0.0,0,2
50,3,18,1,1,1.7,3.6,1.0,0,1
50,3,18,2,0,6.0,3.6,0.5,5,1
50,3,18,3,0,4.5,0.8,0.2,10,1
50,3,18,4,0,0.0,0.0,0.0,0,1
49,1,13,1,0,4.5,0.8,1.0,5,2
49,1,13,2,1,4.5,3.6,0.5,0,2
49,1,13,3,0,1.7,5.5,0.2,10,2
49,1,13,4,0,0.0,0.0,0.0,0,2
49,2,14,1,0,1.7,5.5,0.2,10,3
49,2,14,2,0,6.0,0.8,0.5,5,3
49,2,14,3,1,3.0,3.6,1.0,0,3
49,2,14,4,0,0.0,0.0,0.0,0,3
49,3,15,1,0,1.7,3.6,0.2,0,2
49,3,15,2,1,3.0,5.5,1.0,10,2
49,3,15,3,0,6.0,0.8,0.5,10,2
49,3,15,4,0,0.0,0.0,0.0,0,2
52,1,10,1,0,6.0,1.8,0.5,0,3
52,1,10,2,0,3.0,1.8,0.2,10,3
52,1,10,3,1,3.0,5.5,1.0,5,3
52,1,10,4,0,0.0,0.0,0.0,0,3
52,2,11,1,0,6.0,3.6,1.0,5,3
52,2,11,2,0,4.5,1.8,0.2,10,3
52,2,11,3,1,1.7,3.6,0.5,0,3
52,2,11,4,0,0.0,0.0,0.0,0,3
52,3,12,1,0,4.5,0.8,0.2,0,3
52,3,12,2,0,6.0,3.6,0.5,10,3
52,3,12,3,1,1.7,5.5,1.0,0,3
52,3,12,4,0,0.0,0.0,0.0,0,3
51,1,1,1,0,6.0,0.8,0.5,10,2
51,1,1,2,1,1.7,5.5,1.0,5,2
51,1,1,3,0,6.0,3.6,0.2,0,2
51,1,1,4,0,0.0,0.0,0.0,0,2
51,2,2,1,0,6.0,3.6,0.5,5,2
51,2,2,2,1,4.5,0.8,1.0,0,2
51,2,2,3,0,1.7,3.6,0.2,10,2
51,2,2,4,0,0.0,0.0,0.0,0,2
51,3,3,1,0,1.7,5.5,0.2,5,3
51,3,3,2,0,6.0,1.8,1.0,5,3
51,3,3,3,1,3.0,1.8,0.5,5,3
51,3,3,4,0,0.0,0.0,0.0,0,3
54,1,4,1,0,3.0,1.8,1.0,10,2
54,1,4,2,1,1.7,5.5,0.2,0,2
54,1,4,3,0,6.0,1.8,0.5,5,2
54,1,4,4,0,0.0,0.0,0.0,0,2
54,2,5,1,1,4.5,1.8,0.5,0,1
54,2,5,2,0,3.0,5.5,0.2,10,1
54,2,5,3,0,4.5,1.8,1.0,5,1
54,2,5,4,0,0.0,0.0,0.0,0,1
54,3,6,1,1,3.0,3.6,0.2,0,1
54,3,6,2,0,3.0,0.8,0.5,10,1
54,3,6,3,0,6.0,3.6,1.0,5,1
54,3,6,4,0,0.0,0.0,0.0,0,1
56,1,7,1,1,3.0,5.5,1.0,10,1
56,1,7,2,0,4.5,1.8,0.5,5,1
56,1,7,3,0,4.5,0.8,0.2,0,1
56,1,7,4,0,0.0,0.0,0.0,0,1
56,2,8,1,0,6.0,0.8,1.0,5,3
56,2,8,2,0,3.0,3.6,0.2,0,3
56,2,8,3,1,3.0,5.5,0.5,10,3
56,2,8,4,0,0.0,0.0,0.0,0,3
56,3,9,1,1,3.0,5.5,0.5,5,1
56,3,9,2,0,4.5,3.6,0.2,0,1
56,3,9,3,0,3.0,0.8,1.0,10,1
56,3,9,4,0,0.0,0.0,0.0,0,1
55,1,13,1,0,4.5,0.8,1.0,5,4
55,1,13,2,0,4.5,3.6,0.5,0,4
55,1,13,3,0,1.7,5.5,0.2,10,4
55,1,13,4,1,0.0,0.0,0.0,0,4
55,2,14,1,0,1.7,5.5,0.2,10,3
55,2,14,2,0,6.0,0.8,0.5,5,3
55,2,14,3,1,3.0,3.6,1.0,0,3
55,2,14,4,0,0.0,0.0,0.0,0,3
55,3,15,1,0,1.7,3.6,0.2,0,2
55,3,15,2,1,3.0,5.5,1.0,10,2
55,3,15,3,0,6.0,0.8,0.5,10,2
55,3,15,4,0,0.0,0.0,0.0,0,2
58,1,4,1,0,3.0,1.8,1.0,10,2
58,1,4,2,1,1.7,5.5,0.2,0,2
58,1,4,3,0,6.0,1.8,0.5,5,2
58,1,4,4,0,0.0,0.0,0.0,0,2
58,2,5,1,1,4.5,1.8,0.5,0,1
58,2,5,2,0,3.0,5.5,0.2,10,1
58,2,5,3,0,4.5,1.8,1.0,5,1
58,2,5,4,0,0.0,0.0,0.0,0,1
58,3,6,1,0,3.0,3.6,0.2,0,2
58,3,6,2,1,3.0,0.8,0.5,10,2
58,3,6,3,0,6.0,3.6,1.0,5,2
58,3,6,4,0,0.0,0.0,0.0,0,2
59,1,13,1,1,4.5,0.8,1.0,5,1
59,1,13,2,0,4.5,3.6,0.5,0,1
59,1,13,3,0,1.7,5.5,0.2,10,1
59,1,13,4,0,0.0,0.0,0.0,0,1
59,2,14,1,0,1.7,5.5,0.2,10,3
59,2,14,2,0,6.0,0.8,0.5,5,3
59,2,14,3,1,3.0,3.6,1.0,0,3
59,2,14,4,0,0.0,0.0,0.0,0,3
59,3,15,1,0,1.7,3.6,0.2,0,2
59,3,15,2,1,3.0,5.5,1.0,10,2
59,3,15,3,0,6.0,0.8,0.5,10,2
59,3,15,4,0,0.0,0.0,0.0,0,2
64,1,4,1,0,3.0,1.8,1.0,10,2
64,1,4,2,1,1.7,5.5,0.2,0,2
64,1,4,3,0,6.0,1.8,0.5,5,2
64,1,4,4,0,0.0,0.0,0.0,0,2
64,2,5,1,0,4.5,1.8,0.5,0,2
64,2,5,2,1,3.0,5.5,0.2,10,2
64,2,5,3,0,4.5,1.8,1.0,5,2
64,2,5,4,0,0.0,0.0,0.0,0,2
64,3,6,1,0,3.0,3.6,0.2,0,2
64,3,6,2,1,3.0,0.8,0.5,10,2
64,3,6,3,0,6.0,3.6,1.0,5,2
64,3,6,4,0,0.0,0.0,0.0,0,2
69,1,16,1,0,4.5,3.6,0.5,10,2
69,1,16,2,1,1.7,3.6,1.0,5,2
69,1,16,3,0,6.0,1.8,0.2,0,2
69,1,16,4,0,0.0,0.0,0.0,0,2
69,2,17,1,0,6.0,1.8,0.2,10,2
69,2,17,2,1,1.7,3.6,1.0,0,2
69,2,17,3,0,4.5,3.6,0.5,5,2
69,2,17,4,0,0.0,0.0,0.0,0,2
69,3,18,1,1,1.7,3.6,1.0,0,1
69,3,18,2,0,6.0,3.6,0.5,5,1
69,3,18,3,0,4.5,0.8,0.2,10,1
69,3,18,4,0,0.0,0.0,0.0,0,1
71,1,13,1,0,4.5,0.8,1.0,5,3
71,1,13,2,0,4.5,3.6,0.5,0,3
71,1,13,3,1,1.7,5.5,0.2,10,3
71,1,13,4,0,0.0,0.0,0.0,0,3
71,2,14,1,0,1.7,5.5,0.2,10,3
71,2,14,2,0,6.0,0.8,0.5,5,3
71,2,14,3,1,3.0,3.6,1.0,0,3
71,2,14,4,0,0.0,0.0,0.0,0,3
71,3,15,1,0,1.7,3.6,0.2,0,2
71,3,15,2,1,3.0,5.5,1.0,10,2
71,3,15,3,0,6.0,0.8,0.5,10,2
71,3,15,4,0,0.0,0.0,0.0,0,2
82,1,10,1,0,6.0,1.8,0.5,0,4
82,1,10,2,0,3.0,1.8,0.2,10,4
82,1,10,3,0,3.0,5.5,1.0,5,4
82,1,10,4,1,0.0,0.0,0.0,0,4
82,2,11,1,0,6.0,3.6,1.0,5,4
82,2,11,2,0,4.5,1.8,0.2,10,4
82,2,11,3,0,1.7,3.6,0.5,0,4
82,2,11,4,1,0.0,0.0,0.0,0,4
82,3,12,1,0,4.5,0.8,0.2,0,4
82,3,12,2,0,6.0,3.6,0.5,10,4
82,3,12,3,0,1.7,5.5,1.0,0,4
82,3,12,4,1,0.0,0.0,0.0,0,4
67,1,1,1,0,6.0,0.8,0.5,10,2
67,1,1,2,1,1.7,5.5,1.0,5,2
67,1,1,3,0,6.0,3.6,0.2,0,2
67,1,1,4,0,0.0,0.0,0.0,0,2
67,2,2,1,0,6.0,3.6,0.5,5,3
67,2,2,2,0,4.5,0.8,1.0,0,3
67,2,2,3,1,1.7,3.6,0.2,10,3
67,2,2,4,0,0.0,0.0,0.0,0,3
67,3,3,1,1,1.7,5.5,0.2,5,1
67,3,3,2,0,6.0,1.8,1.0,5,1
67,3,3,3,0,3.0,1.8,0.5,5,1
67,3,3,4,0,0.0,0.0,0.0,0,1
72,1,10,1,0,6.0,1.8,0.5,0,2
72,1,10,2,1,3.0,1.8,0.2,10,2
72,1,10,3,0,3.0,5.5,1.0,5,2
72,1,10,4,0,0.0,0.0,0.0,0,2
72,2,11,1,0,6.0,3.6,1.0,5,2
72,2,11,2,1,4.5,1.8,0.2,10,2
72,2,11,3,0,1.7,3.6,0.5,0,2
72,2,11,4,0,0.0,0.0,0.0,0,2
72,3,12,1,0,4.5,0.8,0.2,0,2
72,3,12,2,1,6.0,3.6,0.5,10,2
72,3,12,3,0,1.7,5.5,1.0,0,2
72,3,12,4,0,0.0,0.0,0.0,0,2
81,1,10,1,0,6.0,1.8,0.5,0,4
81,1,10,2,0,3.0,1.8,0.2,10,4
81,1,10,3,0,3.0,5.5,1.0,5,4
81,1,10,4,1,0.0,0.0,0.0,0,4
81,2,11,1,0,6.0,3.6,1.0,5,4
81,2,11,2,0,4.5,1.8,0.2,10,4
81,2,11,3,0,1.7,3.6,0.5,0,4
81,2,11,4,1,0.0,0.0,0.0,0,4
81,3,12,1,0,4.5,0.8,0.2,0,4
81,3,12,2,0,6.0,3.6,0.5,10,4
81,3,12,3,0,1.7,5.5,1.0,0,4
81,3,12,4,1,0.0,0.0,0.0,0,4
90,1,10,1,0,6.0,1.8,0.5,0,3
90,1,10,2,0,3.0,1.8,0.2,10,3
90,1,10,3,1,3.0,5.5,1.0,5,3
90,1,10,4,0,0.0,0.0,0.0,0,3
90,2,11,1,0,6.0,3.6,1.0,5,3
90,2,11,2,0,4.5,1.8,0.2,10,3
90,2,11,3,1,1.7,3.6,0.5,0,3
90,2,11,4,0,0.0,0.0,0.0,0,3
90,3,12,1,0,4.5,0.8,0.2,0,3
90,3,12,2,0,6.0,3.6,0.5,10,3
90,3,12,3,1,1.7,5.5,1.0,0,3
90,3,12,4,0,0.0,0.0,0.0,0,3
87,1,1,1,0,6.0,0.8,0.5,10,4
87,1,1,2,0,1.7,5.5,1.0,5,4
87,1,1,3,0,6.0,3.6,0.2,0,4
87,1,1,4,1,0.0,0.0,0.0,0,4
87,2,2,1,0,6.0,3.6,0.5,5,4
87,2,2,2,0,4.5,0.8,1.0,0,4
87,2,2,3,0,1.7,3.6,0.2,10,4
87,2,2,4,1,0.0,0.0,0.0,0,4
87,3,3,1,0,1.7,5.5,0.2,5,4
87,3,3,2,0,6.0,1.8,1.0,5,4
87,3,3,3,0,3.0,1.8,0.5,5,4
87,3,3,4,1,0.0,0.0,0.0,0,4
93,1,7,1,1,3.0,5.5,1.0,10,1
93,1,7,2,0,4.5,1.8,0.5,5,1
93,1,7,3,0,4.5,0.8,0.2,0,1
93,1,7,4,0,0.0,0.0,0.0,0,1
93,2,8,1,0,6.0,0.8,1.0,5,3
93,2,8,2,0,3.0,3.6,0.2,0,3
93,2,8,3,1,3.0,5.5,0.5,10,3
93,2,8,4,0,0.0,0.0,0.0,0,3
93,3,9,1,1,3.0,5.5,0.5,5,1
93,3,9,2,0,4.5,3.6,0.2,0,1
93,3,9,3,0,3.0,0.8,1.0,10,1
93,3,9,4,0,0.0,0.0,0.0,0,1
101,1,1,1,0,6.0,0.8,0.5,10,2
101,1,1,2,1,1.7,5.5,1.0,5,2
101,1,1,3,0,6.0,3.6,0.2,0,2
101,1,1,4,0,0.0,0.0,0.0,0,2
101,2,2,1,0,6.0,3.6,0.5,5,2
101,2,2,2,1,4.5,0.8,1.0,0,2
101,2,2,3,0,1.7,3.6,0.2,10,2
101,2,2,4,0,0.0,0.0,0.0,0,2
101,3,3,1,0,1.7,5.5,0.2,5,2
101,3,3,2,1,6.0,1.8,1.0,5,2
101,3,3,3,0,3.0,1.8,0.5,5,2
101,3,3,4,0,0.0,0.0,0.0,0,2
92,1,1,1,0,6.0,0.8,0.5,10,2
92,1,1,2,1,1.7,5.5,1.0,5,2
92,1,1,3,0,6.0,3.6,0.2,0,2
92,1,1,4,0,0.0,0.0,0.0,0,2
92,2,2,1,0,6.0,3.6,0.5,5,3
92,2,2,2,0,4.5,0.8,1.0,0,3
92,2,2,3,1,1.7,3.6,0.2,10,3
92,2,2,4,0,0.0,0.0,0.0,0,3
92,3,3,1,1,1.7,5.5,0.2,5,1
92,3,3,2,0,6.0,1.8,1.0,5,1
92,3,3,3,0,3.0,1.8,0.5,5,1
92,3,3,4,0,0.0,0.0,0.0,0,1
117,1,7,1,0,3.0,5.5,1.0,10,3
117,1,7,2,0,4.5,1.8,0.5,5,3
117,1,7,3,1,4.5,0.8,0.2,0,3
117,1,7,4,0,0.0,0.0,0.0,0,3
117,2,8,1,0,6.0,0.8,1.0,5,2
117,2,8,2,1,3.0,3.6,0.2,0,2
117,2,8,3,0,3.0,5.5,0.5,10,2
117,2,8,4,0,0.0,0.0,0.0,0,2
117,3,9,1,0,3.0,5.5,0.5,5,2
117,3,9,2,1,4.5,3.6,0.2,0,2
117,3,9,3,0,3.0,0.8,1.0,10,2
117,3,9,4,0,0.0,0.0,0.0,0,2
124,1,4,1,0,3.0,1.8,1.0,10,3
124,1,4,2,0,1.7,5.5,0.2,0,3
124,1,4,3,1,6.0,1.8,0.5,5,3
124,1,4,4,0,0.0,0.0,0.0,0,3
124,2,5,1,1,4.5,1.8,0.5,0,1
124,2,5,2,0,3.0,5.5,0.2,10,1
124,2,5,3,0,4.5,1.8,1.0,5,1
124,2,5,4,0,0.0,0.0,0.0,0,1
124,3,6,1,0,3.0,3.6,0.2,0,2
124,3,6,2,1,3.0,0.8,0.5,10,2
124,3,6,3,0,6.0,3.6,1.0,5,2
124,3,6,4,0,0.0,0.0,0.0,0,2
111,1,16,1,0,4.5,3.6,0.5,10,2
111,1,16,2,1,1.7,3.6,1.0,5,2
111,1,16,3,0,6.0,1.8,0.2,0,2
111,1,16,4,0,0.0,0.0,0.0,0,2
111,2,17,1,0,6.0,1.8,0.2,10,2
111,2,17,2,1,1.7,3.6,1.0,0,2
111,2,17,3,0,4.5,3.6,0.5,5,2
111,2,17,4,0,0.0,0.0,0.0,0,2
111,3,18,1,1,1.7,3.6,1.0,0,1
111,3,18,2,0,6.0,3.6,0.5,5,1
111,3,18,3,0,4.5,0.8,0.2,10,1
111,3,18,4,0,0.0,0.0,0.0,0,1
110,1,10,1,0,6.0,1.8,0.5,0,3
110,1,10,2,0,3.0,1.8,0.2,10,3
110,1,10,3,1,3.0,5.5,1.0,5,3
110,1,10,4,0,0.0,0.0,0.0,0,3
110,2,11,1,0,6.0,3.6,1.0,5,3
110,2,11,2,0,4.5,1.8,0.2,10,3
110,2,11,3,1,1.7,3.6,0.5,0,3
110,2,11,4,0,0.0,0.0,0.0,0,3
110,3,12,1,0,4.5,0.8,0.2,0,3
110,3,12,2,0,6.0,3.6,0.5,10,3
110,3,12,3,1,1.7,5.5,1.0,0,3
110,3,12,4,0,0.0,0.0,0.0,0,3
120,1,4,1,0,3.0,1.8,1.0,10,2
120,1,4,2,1,1.7,5.5,0.2,0,2
120,1,4,3,0,6.0,1.8,0.5,5,2
120,1,4,4,0,0.0,0.0,0.0,0,2
120,2,5,1,1,4.5,1.8,0.5,0,1
120,2,5,2,0,3.0,5.5,0.2,10,1
120,2,5,3,0,4.5,1.8,1.0,5,1
120,2,5,4,0,0.0,0.0,0.0,0,1
120,3,6,1,1,3.0,3.6,0.2,0,1
120,3,6,2,0,3.0,0.8,0.5,10,1
120,3,6,3,0,6.0,3.6,1.0,5,1
120,3,6,4,0,0.0,0.0,0.0,0,1
113,1,13,1,0,4.5,0.8,1.0,5,3
113,1,13,2,0,4.5,3.6,0.5,0,3
113,1,13,3,1,1.7,5.5,0.2,10,3
113,1,13,4,0,0.0,0.0,0.0,0,3
113,2,14,1,0,1.7,5.5,0.2,10,3
113,2,14,2,0,6.0,0.8,0.5,5,3
113,2,14,3,1,3.0,3.6,1.0,0,3
113,2,14,4,0,0.0,0.0,0.0,0,3
113,3,15,1,1,1.7,3.6,0.2,0,1
113,3,15,2,0,3.0,5.5,1.0,10,1
113,3,15,3,0,6.0,0.8,0.5,10,1
113,3,15,4,0,0.0,0.0,0.0,0,1
121,1,1,1,0,6.0,0.8,0.5,10,2
121,1,1,2,1,1.7,5.5,1.0,5,2
121,1,1,3,0,6.0,3.6,0.2,0,2
121,1,1,4,0,0.0,0.0,0.0,0,2
121,2,2,1,0,6.0,3.6,0.5,5,2
121,2,2,2,1,4.5,0.8,1.0,0,2
121,2,2,3,0,1.7,3.6,0.2,10,2
121,2,2,4,0,0.0,0.0,0.0,0,2
121,3,3,1,1,1.7,5.5,0.2,5,1
121,3,3,2,0,6.0,1.8,1.0,5,1
121,3,3,3,0,3.0,1.8,0.5,5,1
121,3,3,4,0,0.0,0.0,0.0,0,1
126,1,7,1,1,3.0,5.5,1.0,10,1
126,1,7,2,0,4.5,1.8,0.5,5,1
126,1,7,3,0,4.5,0.8,0.2,0,1
126,1,7,4,0,0.0,0.0,0.0,0,1
126,2,8,1,1,6.0,0.8,1.0,5,1
126,2,8,2,0,3.0,3.6,0.2,0,1
126,2,8,3,0,3.0,5.5,0.5,10,1
126,2,8,4,0,0.0,0.0,0.0,0,1
126,3,9,1,0,3.0,5.5,0.5,5,3
126,3,9,2,0,4.5,3.6,0.2,0,3
126,3,9,3,1,3.0,0.8,1.0,10,3
126,3,9,4,0,0.0,0.0,0.0,0,3
116,1,10,1,0,6.0,1.8,0.5,0,3
116,1,10,2,0,3.0,1.8,0.2,10,3
116,1,10,3,1,3.0,5.5,1.0,5,3
116,1,10,4,0,0.0,0.0,0.0,0,3
116,2,11,1,0,6.0,3.6,1.0,5,3
116,2,11,2,0,4.5,1.8,0.2,10,3
116,2,11,3,1,1.7,3.6,0.5,0,3
116,2,11,4,0,0.0,0.0,0.0,0,3
116,3,12,1,0,4.5,0.8,0.2,0,3
116,3,12,2,0,6.0,3.6,0.5,10,3
116,3,12,3,1,1.7,5.5,1.0,0,3
116,3,12,4,0,0.0,0.0,0.0,0,3
108,1,1,1,0,6.0,0.8,0.5,10,2
108,1,1,2,1,1.7,5.5,1.0,5,2
108,1,1,3,0,6.0,3.6,0.2,0,2
108,1,1,4,0,0.0,0.0,0.0,0,2
108,2,2,1,0,6.0,3.6,0.5,5,3
108,2,2,2,0,4.5,0.8,1.0,0,3
108,2,2,3,1,1.7,3.6,0.2,10,3
108,2,2,4,0,0.0,0.0,0.0,0,3
108,3,3,1,1,1.7,5.5,0.2,5,1
108,3,3,2,0,6.0,1.8,1.0,5,1
108,3,3,3,0,3.0,1.8,0.5,5,1
108,3,3,4,0,0.0,0.0,0.0,0,1
119,1,16,1,0,4.5,3.6,0.5,10,2
119,1,16,2,1,1.7,3.6,1.0,5,2
119,1,16,3,0,6.0,1.8,0.2,0,2
119,1,16,4,0,0.0,0.0,0.0,0,2
119,2,17,1,0,6.0,1.8,0.2,10,2
119,2,17,2,1,1.7,3.6,1.0,0,2
119,2,17,3,0,4.5,3.6,0.5,5,2
119,2,17,4,0,0.0,0.0,0.0,0,2
119,3,18,1,1,1.7,3.6,1.0,0,1
119,3,18,2,0,6.0,3.6,0.5,5,1
119,3,18,3,0,4.5,0.8,0.2,10,1
119,3,18,4,0,0.0,0.0,0.0,0,1
122,1,7,1,0,3.0,5.5,1.0,10,2
122,1,7,2,1,4.5,1.8,0.5,5,2
122,1,7,3,0,4.5,0.8,0.2,0,2
122,1,7,4,0,0.0,0.0,0.0,0,2
122,2,8,1,0,6.0,0.8,1.0,5,2
122,2,8,2,1,3.0,3.6,0.2,0,2
122,2,8,3,0,3.0,5.5,0.5,10,2
122,2,8,4,0,0.0,0.0,0.0,0,2
122,3,9,1,0,3.0,5.5,0.5,5,2
122,3,9,2,1,4.5,3.6,0.2,0,2
122,3,9,3,0,3.0,0.8,1.0,10,2
122,3,9,4,0,0.0,0.0,0.0,0,2
132,1,16,1,0,4.5,3.6,0.5,10,2
132,1,16,2,1,1.7,3.6,1.0,5,2
132,1,16,3,0,6.0,1.8,0.2,0,2
132,1,16,4,0,0.0,0.0,0.0,0,2
132,2,17,1,0,6.0,1.8,0.2,10,2
132,2,17,2,1,1.7,3.6,1.0,0,2
132,2,17,3,0,4.5,3.6,0.5,5,2
132,2,17,4,0,0.0,0.0,0.0,0,2
132,3,18,1,1,1.7,3.6,1.0,0,1
132,3,18,2,0,6.0,3.6,0.5,5,1
132,3,18,3,0,4.5,0.8,0.2,10,1
132,3,18,4,0,0.0,0.0,0.0,0,1
135,1,13,1,0,4.5,0.8,1.0,5,3
135,1,13,2,0,4.5,3.6,0.5,0,3
135,1,13,3,1,1.7,5.5,0.2,10,3
135,1,13,4,0,0.0,0.0,0.0,0,3
135,2,14,1,1,1.7,5.5,0.2,10,1
135,2,14,2,0,6.0,0.8,0.5,5,1
135,2,14,3,0,3.0,3.6,1.0,0,1
135,2,14,4,0,0.0,0.0,0.0,0,1
135,3,15,1,1,1.7,3.6,0.2,0,1
135,3,15,2,0,3.0,5.5,1.0,10,1
135,3,15,3,0,6.0,0.8,0.5,10,1
135,3,15,4,0,0.0,0.0,0.0,0,1
127,1,4,1,1,3.0,1.8,1.0,10,1
127,1,4,2,0,1.7,5.5,0.2,0,1
127,1,4,3,0,6.0,1.8,0.5,5,1
127,1,4,4,0,0.0,0.0,0.0,0,1
127,2,5,1,1,4.5,1.8,0.5,0,1
127,2,5,2,0,3.0,5.5,0.2,10,1
127,2,5,3,0,4.5,1.8,1.0,5,1
127,2,5,4,0,0.0,0.0,0.0,0,1
127,3,6,1,0,3.0,3.6,0.2,0,2
127,3,6,2,1,3.0,0.8,0.5,10,2
127,3,6,3,0,6.0,3.6,1.0,5,2
127,3,6,4,0,0.0,0.0,0.0,0,2
138,1,10,1,0,6.0,1.8,0.5,0,3
138,1,10,2,0,3.0,1.8,0.2,10,3
138,1,10,3,1,3.0,5.5,1.0,5,3
138,1,10,4,0,0.0,0.0,0.0,0,3
138,2,11,1,0,6.0,3.6,1.0,5,3
138,2,11,2,0,4.5,1.8,0.2,10,3
138,2,11,3,1,1.7,3.6,0.5,0,3
138,2,11,4,0,0.0,0.0,0.0,0,3
138,3,12,1,0,4.5,0.8,0.2,0,3
138,3,12,2,0,6.0,3.6,0.5,10,3
138,3,12,3,1,1.7,5.5,1.0,0,3
138,3,12,4,0,0.0,0.0,0.0,0,3
142,1,1,1,0,6.0,0.8,0.5,10,2
142,1,1,2,1,1.7,5.5,1.0,5,2
142,1,1,3,0,6.0,3.6,0.2,0,2
142,1,1,4,0,0.0,0.0,0.0,0,2
142,2,2,1,0,6.0,3.6,0.5,5,2
142,2,2,2,1,4.5,0.8,1.0,0,2
142,2,2,3,0,1.7,3.6,0.2,10,2
142,2,2,4,0,0.0,0.0,0.0,0,2
142,3,3,1,1,1.7,5.5,0.2,5,1
142,3,3,2,0,6.0,1.8,1.0,5,1
142,3,3,3,0,3.0,1.8,0.5,5,1
142,3,3,4,0,0.0,0.0,0.0,0,1
144,1,4,1,0,3.0,1.8,1.0,10,3
144,1,4,2,0,1.7,5.5,0.2,0,3
144,1,4,3,1,6.0,1.8,0.5,5,3
144,1,4,4,0,0.0,0.0,0.0,0,3
144,2,5,1,1,4.5,1.8,0.5,0,1
144,2,5,2,0,3.0,5.5,0.2,10,1
144,2,5,3,0,4.5,1.8,1.0,5,1
144,2,5,4,0,0.0,0.0,0.0,0,1
144,3,6,1,0,3.0,3.6,0.2,0,3
144,3,6,2,0,3.0,0.8,0.5,10,3
144,3,6,3,1,6.0,3.6,1.0,5,3
144,3,6,4,0,0.0,0.0,0.0,0,3
146,1,13,1,0,4.5,0.8,1.0,5,2
146,1,13,2,1,4.5,3.6,0.5,0,2
146,1,13,3,0,1.7,5.5,0.2,10,2
146,1,13,4,0,0.0,0.0,0.0,0,2
146,2,14,1,0,1.7,5.5,0.2,10,3
146,2,14,2,0,6.0,0.8,0.5,5,3
146,2,14,3,1,3.0,3.6,1.0,0,3
146,2,14,4,0,0.0,0.0,0.0,0,3
146,3,15,1,1,1.7,3.6,0.2,0,1
146,3,15,2,0,3.0,5.5,1.0,10,1
146,3,15,3,0,6.0,0.8,0.5,10,1
146,3,15,4,0,0.0,0.0,0.0,0,1
156,1,1,1,0,6.0,0.8,0.5,10,3
156,1,1,2,0,1.7,5.5,1.0,5,3
156,1,1,3,1,6.0,3.6,0.2,0,3
156,1,1,4,0,0.0,0.0,0.0,0,3
156,2,2,1,0,6.0,3.6,0.5,5,2
156,2,2,2,1,4.5,0.8,1.0,0,2
156,2,2,3,0,1.7,3.6,0.2,10,2
