RID,SCENARIO,Choice_set,alt,CHOICE,x1,x2,x3,x4,choice_biogeme
21,5,11,2,0,4.5,1.8,0.2,10,3
21,5,11,3,1,1.7,3.6,0.5,0,3
21,5,11,4,0,0.0,0.0,0.0,0,3
21,6,12,1,0,4.5,0.8,0.2,0,3
21,6,12,2,0,6.0,3.6,0.5,10,3
21,6,12,3,1,1.7,5.5,1.0,0,3
21,6,12,4,0,0.0,0.0,0.0,0,3
43,1,16,1,0,4.5,3.6,0.5,10,2
43,1,16,2,1,1.7,3.6,1.0,5,2
43,1,16,3,0,6.0,1.8,0.2,0,2
43,1,16,4,0,0.0,0.0,0.0,0,2
43,2,17,1,0,6.0,1.8,0.2,10,3
43,2,17,2,0,1.7,3.6,1.0,0,3
43,2,17,3,1,4.5,3.6,0.5,5,3
43,2,17,4,0,0.0,0.0,0.0,0,3
43,3,18,1,1,1.7,3.6,1.0,0,1
43,3,18,2,0,6.0,3.6,0.5,5,1
43,3,18,3,0,4.5,0.8,0.2,10,1
43,3,18,4,0,0.0,0.0,0.0,0,1
43,4,1,1,0,6.0,0.8,0.5,10,2
43,4,1,2,1,1.7,5.5,1.0,5,2
43,4,1,3,0,6.0,3.6,0.2,0,2
43,4,1,4,0,0.0,0.0,0.0,0,2
43,5,2,1,0,6.0,3.6,0.5,5,3
43,5,2,2,0,4.5,0.8,1.0,0,3
43,5,2,3,1,1.7,3.6,0.2,10,3
43,5,2,4,0,0.0,0.0,0.0,0,3
43,6,3,1,0,1.7,5.5,0.2,5,3
43,6,3,2,0,6.0,1.8,1.0,5,3
43,6,3,3,1,3.0,1.8,0.5,5,3
43,6,3,4,0,0.0,0.0,0.0,0,3
47,1,10,1,0,6.0,1.8,0.5,0,2
47,1,10,2,1,3.0,1.8,0.2,10,2
47,1,10,3,0,3.0,5.5,1.0,5,2
47,1,10,4,0,0.0,0.0,0.0,0,2
47,2,11,1,0,6.0,3.6,1.0,5,3
47,2,11,2,0,4.5,1.8,0.2,10,3
47,2,11,3,1,1.7,3.6,0.5,0,3
47,2,11,4,0,0.0,0.0,0.0,0,3
47,3,12,1,1,4.5,0.8,0.2,0,1
47,3,12,2,0,6.0,3.6,0.5,10,1
47,3,12,3,0,1.7,5.5,1.0,0,1
47,3,12,4,0,0.0,0.0,0.0,0,1
47,4,13,1,0,4.5,0.8,1.0,5,2
47,4,13,2,1,4.5,3.6,0.5,0,2
47,4,13,3,0,1.7,5.5,0.2,10,2
47,4,13,4,0,0.0,0.0,0.0,0,2
47,5,14,1,0,1.7,5.5,0.2,10,3
47,5,14,2,0,6.0,0.8,0.5,5,3
47,5,14,3,1,3.0,3.6,1.0,0,3
47,5,14,4,0,0.0,0.0,0.0,0,3
47,6,15,1,1,1.7,3.6,0.2,0,1
47,6,15,2,0,3.0,5.5,1.0,10,1
47,6,15,3,0,6.0,0.8,0.5,10,1
47,6,15,4,0,0.0,0.0,0.0,0,1
50,1,16,1,1,4.5,3.6,0.5,10,1
50,1,16,2,0,1.7,3.6,1.0,5,1
50,1,16,3,0,6.0,1.8,0.2,0,1
50,1,16,4,0,0.0,0.0,0.0,0,1
50,2,17,1,0,6.0,1.8,0.2,10,2
50,2,17,2,1,1.7,3.6,1.0,0,2
50,2,17,3,0,4.5,3.6,0.5,5,2
50,2,17,4,0,0.0,0.0,0.0,0,2
50,3,18,1,1,1.7,3.6,1.0,0,1
50,3,18,2,0,6.0,3.6,0.5,5,1
50,3,18,3,0,4.5,0.8,0.2,10,1
50,3,18,4,0,0.0,0.0,0.0,0,1
50,4,1,1,0,6.0,0.8,0.5,10,2
50,4,1,2,1,1.7,5.5,1.0,5,2
50,4,1,3,0,6.0,3.6,0.2,0,2
50,4,1,4,0,0.0,0.0,0.0,0,2
50,5,2,1,0,6.0,3.6,0.5,5,2
50,5,2,2,1,4.5,0.8,1.0,0,2
50,5,2,3,0,1.7,3.6,0.2,10,2
50,5,2,4,0,0.0,0.0,0.0,0,2
50,6,3,1,0,1.7,5.5,0.2,5,3
50,6,3,2,0,6.0,1.8,1.0,5,3
50,6,3,3,1,3.0,1.8,0.5,5,3
50,6,3,4,0,0.0,0.0,0.0,0,3
49,1,13,1,0,4.5,0.8,1.0,5,2
49,1,13,2,1,4.5,3.6,0.5,0,2
49,1,13,3,0,1.7,5.5,0.2,10,2
49,1,13,4,0,0.0,0.0,0.0,0,2
49,2,14,1,0,1.7,5.5,0.2,10,3
49,2,14,2,0,6.0,0.8,0.5,5,3
49,2,14,3,1,3.0,3.6,1.0,0,3
49,2,14,4,0,0.0,0.0,0.0,0,3
49,3,15,1,0,1.7,3.6,0.2,0,2
49,3,15,2,1,3.0,5.5,1.0,10,2
49,3,15,3,0,6.0,0.8,0.5,10,2
49,3,15,4,0,0.0,0.0,0.0,0,2
49,4,16,1,0,4.5,3.6,0.5,10,2
49,4,16,2,1,1.7,3.6,1.0,5,2
49,4,16,3,0,6.0,1.8,0.2,0,2
49,4,16,4,0,0.0,0.0,0.0,0,2
49,5,17,1,0,6.0,1.8,0.2,10,2
49,5,17,2,1,1.7,3.6,1.0,0,2
49,5,17,3,0,4.5,3.6,0.5,5,2
49,5,17,4,0,0.0,0.0,0.0,0,2
49,6,18,1,1,1.7,3.6,1.0,0,1
49,6,18,2,0,6.0,3.6,0.5,5,1
49,6,18,3,0,4.5,0.8,0.2,10,1
49,6,18,4,0,0.0,0.0,0.0,0,1
52,1,10,1,0,6.0,1.8,0.5,0,3
52,1,10,2,0,3.0,1.8,0.2,10,3
52,1,10,3,1,3.0,5.5,1.0,5,3
52,1,10,4,0,0.0,0.0,0.0,0,3
52,2,11,1,0,6.0,3.6,1.0,5,3
52,2,11,2,0,4.5,1.8,0.2,10,3
52,2,11,3,1,1.7,3.6,0.5,0,3
52,2,11,4,0,0.0,0.0,0.0,0,3
52,3,12,1,0,4.5,0.8,0.2,0,3
52,3,12,2,0,6.0,3.6,0.5,10,3
52,3,12,3,1,1.7,5.5,1.0,0,3
52,3,12,4,0,0.0,0.0,0.0,0,3
52,4,13,1,0,4.5,0.8,1.0,5,2
52,4,13,2,1,4.5,3.6,0.5,0,2
52,4,13,3,0,1.7,5.5,0.2,10,2
52,4,13,4,0,0.0,0.0,0.0,0,2
52,5,14,1,0,1.7,5.5,0.2,10,3
52,5,14,2,0,6.0,0.8,0.5,5,3
52,5,14,3,1,3.0,3.6,1.0,0,3
52,5,14,4,0,0.0,0.0,0.0,0,3
52,6,15,1,0,1.7,3.6,0.2,0,3
52,6,15,2,0,3.0,5.5,1.0,10,3
52,6,15,3,1,6.0,0.8,0.5,10,3
52,6,15,4,0,0.0,0.0,0.0,0,3
51,1,1,1,0,6.0,0.8,0.5,10,2
51,1,1,2,1,1.7,5.5,1.0,5,2
51,1,1,3,0,6.0,3.6,0.2,0,2
51,1,1,4,0,0.0,0.0,0.0,0,2
51,2,2,1,0,6.0,3.6,0.5,5,2
51,2,2,2,1,4.5,0.8,1.0,0,2
51,2,2,3,0,1.7,3.6,0.2,10,2
51,2,2,4,0,0.0,0.0,0.0,0,2
51,3,3,1,0,1.7,5.5,0.2,5,3
51,3,3,2,0,6.0,1.8,1.0,5,3
51,3,3,3,1,3.0,1.8,0.5,5,3
51,3,3,4,0,0.0,0.0,0.0,0,3
51,4,4,1,1,3.0,1.8,1.0,10,1
51,4,4,2,0,1.7,5.5,0.2,0,1
51,4,4,3,0,6.0,1.8,0.5,5,1
51,4,4,4,0,0.0,0.0,0.0,0,1
51,5,5,1,1,4.5,1.8,0.5,0,1
51,5,5,2,0,3.0,5.5,0.2,10,1
51,5,5,3,0,4.5,1.8,1.0,5,1
51,5,5,4,0,0.0,0.0,0.0,0,1
51,6,6,1,0,3.0,3.6,0.2,0,2
51,6,6,2,1,3.0,0.8,0.5,10,2
51,6,6,3,0,6.0,3.6,1.0,5,2
51,6,6,4,0,0.0,0.0,0.0,0,2
54,1,4,1,0,3.0,1.8,1.0,10,2
54,1,4,2,1,1.7,5.5,0.2,0,2
54,1,4,3,0,6.0,1.8,0.5,5,2
54,1,4,4,0,0.0,0.0,0.0,0,2
54,2,5,1,1,4.5,1.8,0.5,0,1
54,2,5,2,0,3.0,5.5,0.2,10,1
54,2,5,3,0,4.5,1.8,1.0,5,1
54,2,5,4,0,0.0,0.0,0.0,0,1
54,3,6,1,1,3.0,3.6,0.2,0,1
54,3,6,2,0,3.0,0.8,0.5,10,1
54,3,6,3,0,6.0,3.6,1.0,5,1
54,3,6,4,0,0.0,0.0,0.0,0,1
54,4,7,1,1,3.0,5.5,1.0,10,1
54,4,7,2,0,4.5,1.8,0.5,5,1
54,4,7,3,0,4.5,0.8,0.2,0,1
54,4,7,4,0,0.0,0.0,0.0,0,1
54,5,8,1,1,6.0,0.8,1.0,5,1
54,5,8,2,0,3.0,3.6,0.2,0,1
54,5,8,3,0,3.0,5.5,0.5,10,1
54,5,8,4,0,0.0,0.0,0.0,0,1
54,6,9,1,0,3.0,5.5,0.5,5,3
54,6,9,2,0,4.5,3.6,0.2,0,3
54,6,9,3,1,3.0,0.8,1.0,10,3
54,6,9,4,0,0.0,0.0,0.0,0,3
56,1,7,1,1,3.0,5.5,1.0,10,1
56,1,7,2,0,4.5,1.8,0.5,5,1
56,1,7,3,0,4.5,0.8,0.2,0,1
56,1,7,4,0,0.0,0.0,0.0,0,1
56,2,8,1,0,6.0,0.8,1.0,5,3
56,2,8,2,0,3.0,3.6,0.2,0,3
56,2,8,3,1,3.0,5.5,0.5,10,3
56,2,8,4,0,0.0,0.0,0.0,0,3
56,3,9,1,1,3.0,5.5,0.5,5,1
56,3,9,2,0,4.5,3.6,0.2,0,1
56,3,9,3,0,3.0,0.8,1.0,10,1
56,3,9,4,0,0.0,0.0,0.0,0,1
56,4,10,1,0,6.0,1.8,0.5,0,3
56,4,10,2,0,3.0,1.8,0.2,10,3
56,4,10,3,1,3.0,5.5,1.0,5,3
56,4,10,4,0,0.0,0.0,0.0,0,3
56,5,11,1,0,6.0,3.6,1.0,5,3
56,5,11,2,0,4.5,1.8,0.2,10,3
56,5,11,3,1,1.7,3.6,0.5,0,3
56,5,11,4,0,0.0,0.0,0.0,0,3
56,6,12,1,0,4.5,0.8,0.2,0,3
56,6,12,2,0,6.0,3.6,0.5,10,3
56,6,12,3,1,1.7,5.5,1.0,0,3
56,6,12,4,0,0.0,0.0,0.0,0,3
55,1,13,1,0,4.5,0.8,1.0,5,4
55,1,13,2,0,4.5,3.6,0.5,0,4
55,1,13,3,0,1.7,5.5,0.2,10,4
55,1,13,4,1,0.0,0.0,0.0,0,4
55,2,14,1,0,1.7,5.5,0.2,10,3
55,2,14,2,0,6.0,0.8,0.5,5,3
55,2,14,3,1,3.0,3.6,1.0,0,3
55,2,14,4,0,0.0,0.0,0.0,0,3
55,3,15,1,0,1.7,3.6,0.2,0,2
55,3,15,2,1,3.0,5.5,1.0,10,2
55,3,15,3,0,6.0,0.8,0.5,10,2
55,3,15,4,0,0.0,0.0,0.0,0,2
55,4,16,1,0,4.5,3.6,0.5,10,2
55,4,16,2,1,1.7,3.6,1.0,5,2
55,4,16,3,0,6.0,1.8,0.2,0,2
55,4,16,4,0,0.0,0.0,0.0,0,2
55,5,17,1,0,6.0,1.8,0.2,10,2
55,5,17,2,1,1.7,3.6,1.0,0,2
55,5,17,3,0,4.5,3.6,0.5,5,2
55,5,17,4,0,0.0,0.0,0.0,0,2
55,6,18,1,1,1.7,3.6,1.0,0,1
55,6,18,2,0,6.0,3.6,0.5,5,1
55,6,18,3,0,4.5,0.8,0.2,10,1
55,6,18,4,0,0.0,0.0,0.0,0,1
58,1,4,1,0,3.0,1.8,1.0,10,2
58,1,4,2,1,1.7,5.5,0.2,0,2
58,1,4,3,0,6.0,1.8,0.5,5,2
58,1,4,4,0,0.0,0.0,0.0,0,2
58,2,5,1,1,4.5,1.8,0.5,0,1
58,2,5,2,0,3.0,5.5,0.2,10,1
58,2,5,3,0,4.5,1.8,1.0,5,1
58,2,5,4,0,0.0,0.0,0.0,0,1
58,3,6,1,0,3.0,3.6,0.2,0,2
58,3,6,2,1,3.0,0.8,0.5,10,2
58,3,6,3,0,6.0,3.6,1.0,5,2
58,3,6,4,0,0.0,0.0,0.0,0,2
58,4,7,1,1,3.0,5.5,1.0,10,1
58,4,7,2,0,4.5,1.8,0.5,5,1
58,4,7,3,0,4.5,0.8,0.2,0,1
58,4,7,4,0,0.0,0.0,0.0,0,1
58,5,8,1,0,6.0,0.8,1.0,5,2
58,5,8,2,1,3.0,3.6,0.2,0,2
58,5,8,3,0,3.0,5.5,0.5,10,2
58,5,8,4,0,0.0,0.0,0.0,0,2
58,6,9,1,1,3.0,5.5,0.5,5,1
58,6,9,2,0,4.5,3.6,0.2,0,1
58,6,9,3,0,3.0,0.8,1.0,10,1
58,6,9,4,0,0.0,0.0,0.0,0,1
59,1,13,1,1,4.5,0.8,1.0,5,1
59,1,13,2,0,4.5,3.6,0.5,0,1
59,1,13,3,0,1.7,5.5,0.2,10,1
59,1,13,4,0,0.0,0.0,0.0,0,1
59,2,14,1,0,1.7,5.5,0.2,10,3
59,2,14,2,0,6.0,0.8,0.5,5,3
59,2,14,3,1,3.0,3.6,1.0,0,3
59,2,14,4,0,0.0,0.0,0.0,0,3
59,3,15,1,0,1.7,3.6,0.2,0,2
59,3,15,2,1,3.0,5.5,1.0,10,2
59,3,15,3,0,6.0,0.8,0.5,10,2
59,3,15,4,0,0.0,0.0,0.0,0,2
59,4,16,1,0,4.5,3.6,0.5,10,2
59,4,16,2,1,1.7,3.6,1.0,5,2
59,4,16,3,0,6.0,1.8,0.2,0,2
59,4,16,4,0,0.0,0.0,0.0,0,2
59,5,17,1,0,6.0,1.8,0.2,10,2
59,5,17,2,1,1.7,3.6,1.0,0,2
59,5,17,3,0,4.5,3.6,0.5,5,2
59,5,17,4,0,0.0,0.0,0.0,0,2
59,6,18,1,1,1.7,3.6,1.0,0,1
59,6,18,2,0,6.0,3.6,0.5,5,1
59,6,18,3,0,4.5,0.8,0.2,10,1
59,6,18,4,0,0.0,0.0,0.0,0,1
64,1,4,1,0,3.0,1.8,1.0,10,2
64,1,4,2,1,1.7,5.5,0.2,0,2
64,1,4,3,0,6.0,1.8,0.5,5,2
64,1,4,4,0,0.0,0.0,0.0,0,2
64,2,5,1,0,4.5,1.8,0.5,0,2
64,2,5,2,1,3.0,5.5,0.2,10,2
64,2,5,3,0,4.5,1.8,1.0,5,2
64,2,5,4,0,0.0,0.0,0.0,0,2
64,3,6,1,0,3.0,3.6,0.2,0,2
64,3,6,2,1,3.0,0.8,0.5,10,2
64,3,6,3,0,6.0,3.6,1.0,5,2
64,3,6,4,0,0.0,0.0,0.0,0,2
64,4,7,1,1,3.0,5.5,1.0,10,1
64,4,7,2,0,4.5,1.8,0.5,5,1
64,4,7,3,0,4.5,0.8,0.2,0,1
64,4,7,4,0,0.0,0.0,0.0,0,1
64,5,8,1,0,6.0,0.8,1.0,5,3
64,5,8,2,0,3.0,3.6,0.2,0,3
64,5,8,3,1,3.0,5.5,0.5,10,3
64,5,8,4,0,0.0,0.0,0.0,0,3
64,6,9,1,0,3.0,5.5,0.5,5,3
64,6,9,2,0,4.5,3.6,0.2,0,3
64,6,9,3,1,3.0,0.8,1.0,10,3
64,6,9,4,0,0.0,0.0,0.0,0,3
69,1,16,1,0,4.5,3.6,0.5,10,2
69,1,16,2,1,1.7,3.6,1.0,5,2
69,1,16,3,0,6.0,1.8,0.2,0,2
69,1,16,4,0,0.0,0.0,0.0,0,2
69,2,17,1,0,6.0,1.8,0.2,10,2
69,2,17,2,1,1.7,3.6,1.0,0,2
69,2,17,3,0,4.5,3.6,0.5,5,2
69,2,17,4,0,0.0,0.0,0.0,0,2
69,3,18,1,1,1.7,3.6,1.0,0,1
69,3,18,2,0,6.0,3.6,0.5,5,1
69,3,18,3,0,4.5,0.8,0.2,10,1
69,3,18,4,0,0.0,0.0,0.0,0,1
69,4,1,1,0,6.0,0.8,0.5,10,2
69,4,1,2,1,1.7,5.5,1.0,5,2
69,4,1,3,0,6.0,3.6,0.2,0,2
69,4,1,4,0,0.0,0.0,0.0,0,2
69,5,2,1,0,6.0,3.6,0.5,5,3
69,5,2,2,0,4.5,0.8,1.0,0,3
69,5,2,3,1,1.7,3.6,0.2,10,3
69,5,2,4,0,0.0,0.0,0.0,0,3
69,6,3,1,1,1.7,5.5,0.2,5,1
69,6,3,2,0,6.0,1.8,1.0,5,1
69,6,3,3,0,3.0,1.8,0.5,5,1
69,6,3,4,0,0.0,0.0,0.0,0,1
71,1,13,1,0,4.5,0.8,1.0,5,3
71,1,13,2,0,4.5,3.6,0.5,0,3
71,1,13,3,1,1.7,5.5,0.2,10,3
71,1,13,4,0,0.0,0.0,0.0,0,3
71,2,14,1,0,1.7,5.5,0.2,10,3
71,2,14,2,0,6.0,0.8,0.5,5,3
71,2,14,3,1,3.0,3.6,1.0,0,3
71,2,14,4,0,0.0,0.0,0.0,0,3
71,3,15,1,0,1.7,3.6,0.2,0,2
71,3,15,2,1,3.0,5.5,1.0,10,2
71,3,15,3,0,6.0,0.8,0.5,10,2
71,3,15,4,0,0.0,0.0,0.0,0,2
71,4,16,1,0,4.5,3.6,0.5,10,2
71,4,16,2,1,1.7,3.6,1.0,5,2
71,4,16,3,0,6.0,1.8,0.2,0,2
71,4,16,4,0,0.0,0.0,0.0,0,2
71,5,17,1,0,6.0,1.8,0.2,10,2
71,5,17,2,1,1.7,3.6,1.0,0,2
71,5,17,3,0,4.5,3.6,0.5,5,2
71,5,17,4,0,0.0,0.0,0.0,0,2
71,6,18,1,1,1.7,3.6,1.0,0,1
71,6,18,2,0,6.0,3.6,0.5,5,1
71,6,18,3,0,4.5,0.8,0.2,10,1
71,6,18,4,0,0.0,0.0,0.0,0,1
82,1,10,1,0,6.0,1.8,0.5,0,4
82,1,10,2,0,3.0,1.8,0.2,10,4
82,1,10,3,0,3.0,5.5,1.0,5,4
82,1,10,4,1,0.0,0.0,0.0,0,4
82,2,11,1,0,6.0,3.6,1.0,5,4
82,2,11,2,0,4.5,1.8,0.2,10,4
82,2,11,3,0,1.7,3.6,0.5,0,4
82,2,11,4,1,0.0,0.0,0.0,0,4
82,3,12,1,0,4.5,0.8,0.2,0,4
82,3,12,2,0,6.0,3.6,0.5,10,4
82,3,12,3,0,1.7,5.5,1.0,0,4
82,3,12,4,1,0.0,0.0,0.0,0,4
82,4,13,1,0,4.5,0.8,1.0,5,4
82,4,13,2,0,4.5,3.6,0.5,0,4
82,4,13,3,0,1.7,5.5,0.2,10,4
82,4,13,4,1,0.0,0.0,0.0,0,4
82,5,14,1,0,1.7,5.5,0.2,10,4
82,5,14,2,0,6.0,0.8,0.5,5,4
82,5,14,3,0,3.0,3.6,1.0,0,4
82,5,14,4,1,0.0,0.0,0.0,0,4
82,6,15,1,0,1.7,3.6,0.2,0,4
82,6,15,2,0,3.0,5.5,1.0,10,4
82,6,15,3,0,6.0,0.8,0.5,10,4
82,6,15,4,1,0.0,0.0,0.0,0,4
67,1,1,1,0,6.0,0.8,0.5,10,2
67,1,1,2,1,1.7,5.5,1.0,5,2
67,1,1,3,0,6.0,3.6,0.2,0,2
67,1,1,4,0,0.0,0.0,0.0,0,2
67,2,2,1,0,6.0,3.6,0.5,5,3
67,2,2,2,0,4.5,0.8,1.0,0,3
67,2,2,3,1,1.7,3.6,0.2,10,3
67,2,2,4,0,0.0,0.0,0.0,0,3
67,3,3,1,1,1.7,5.5,0.2,5,1
67,3,3,2,0,6.0,1.8,1.0,5,1
67,3,3,3,0,3.0,1.8,0.5,5,1
67,3,3,4,0,0.0,0.0,0.0,0,1
67,4,4,1,1,3.0,1.8,1.0,10,1
67,4,4,2,0,1.7,5.5,0.2,0,1
67,4,4,3,0,6.0,1.8,0.5,5,1
67,4,4,4,0,0.0,0.0,0.0,0,1
67,5,5,1,1,4.5,1.8,0.5,0,1
67,5,5,2,0,3.0,5.5,0.2,10,1
67,5,5,3,0,4.5,1.8,1.0,5,1
67,5,5,4,0,0.0,0.0,0.0,0,1
67,6,6,1,0,3.0,3.6,0.2,0,2
67,6,6,2,1,3.0,0.8,0.5,10,2
67,6,6,3,0,6.0,3.6,1.0,5,2
67,6,6,4,0,0.0,0.0,0.0,0,2
72,1,10,1,0,6.0,1.8,0.5,0,2
72,1,10,2,1,3.0,1.8,0.2,10,2
72,1,10,3,0,3.0,5.5,1.0,5,2
72,1,10,4,0,0.0,0.0,0.0,0,2
72,2,11,1,0,6.0,3.6,1.0,5,2
72,2,11,2,1,4.5,1.8,0.2,10,2
72,2,11,3,0,1.7,3.6,0.5,0,2
72,2,11,4,0,0.0,0.0,0.0,0,2
72,3,12,1,0,4.5,0.8,0.2,0,2
72,3,12,2,1,6.0,3.6,0.5,10,2
72,3,12,3,0,1.7,5.5,1.0,0,2
72,3,12,4,0,0.0,0.0,0.0,0,2
72,4,13,1,0,4.5,0.8,1.0,5,2
72,4,13,2,1,4.5,3.6,0.5,0,2
72,4,13,3,0,1.7,5.5,0.2,10,2
72,4,13,4,0,0.0,0.0,0.0,0,2
72,5,14,1,0,1.7,5.5,0.2,10,2
72,5,14,2,1,6.0,0.8,0.5,5,2
72,5,14,3,0,3.0,3.6,1.0,0,2
72,5,14,4,0,0.0,0.0,0.0,0,2
72,6,15,1,0,1.7,3.6,0.2,0,2
72,6,15,2,1,3.0,5.5,1.0,10,2
72,6,15,3,0,6.0,0.8,0.5,10,2
72,6,15,4,0,0.0,0.0,0.0,0,2
81,1,10,1,0,6.0,1.8,0.5,0,4
81,1,10,2,0,3.0,1.8,0.2,10,4
81,1,10,3,0,3.0,5.5,1.0,5,4
81,1,10,4,1,0.0,0.0,0.0,0,4
81,2,11,1,0,6.0,3.6,1.0,5,4
81,2,11,2,0,4.5,1.8,0.2,10,4
81,2,11,3,0,1.7,3.6,0.5,0,4
81,2,11,4,1,0.0,0.0,0.0,0,4
81,3,12,1,0,4.5,0.8,0.2,0,4
81,3,12,2,0,6.0,3.6,0.5,10,4
81,3,12,3,0,1.7,5.5,1.0,0,4
81,3,12,4,1,0.0,0.0,0.0,0,4
81,4,13,1,0,4.5,0.8,1.0,5,4
81,4,13,2,0,4.5,3.6,0.5,0,4
81,4,13,3,0,1.7,5.5,0.2,10,4
81,4,13,4,1,0.0,0.0,0.0,0,4
81,5,14,1,0,1.7,5.5,0.2,10,4
81,5,14,2,0,6.0,0.8,0.5,5,4
81,5,14,3,0,3.0,3.6,1.0,0,4
81,5,14,4,1,0.0,0.0,0.0,0,4
81,6,15,1,0,1.7,3.6,0.2,0,4
81,6,15,2,0,3.0,5.5,1.0,10,4
81,6,15,3,0,6.0,0.8,0.5,10,4
81,6,15,4,1,0.0,0.0,0.0,0,4
90,1,10,1,0,6.0,1.8,0.5,0,3
90,1,10,2,0,3.0,1.8,0.2,10,3
90,1,10,3,1,3.0,5.5,1.0,5,3
90,1,10,4,0,0.0,0.0,0.0,0,3
90,2,11,1,0,6.0,3.6,1.0,5,3
90,2,11,2,0,4.5,1.8,0.2,10,3
90,2,11,3,1,1.7,3.6,0.5,0,3
90,2,11,4,0,0.0,0.0,0.0,0,3
90,3,12,1,0,4.5,0.8,0.2,0,3
90,3,12,2,0,6.0,3.6,0.5,10,3
90,3,12,3,1,1.7,5.5,1.0,0,3
90,3,12,4,0,0.0,0.0,0.0,0,3
90,4,13,1,1,4.5,0.8,1.0,5,1
90,4,13,2,0,4.5,3.6,0.5,0,1
90,4,13,3,0,1.7,5.5,0.2,10,1
90,4,13,4,0,0.0,0.0,0.0,0,1
90,5,14,1,0,1.7,5.5,0.2,10,3
90,5,14,2,0,6.0,0.8,0.5,5,3
90,5,14,3,1,3.0,3.6,1.0,0,3
90,5,14,4,0,0.0,0.0,0.0,0,3
90,6,15,1,0,1.7,3.6,0.2,0,2
90,6,15,2,1,3.0,5.5,1.0,10,2
90,6,15,3,0,6.0,0.8,0.5,10,2
90,6,15,4,0,0.0,0.0,0.0,0,2
87,1,1,1,0,6.0,0.8,0.5,10,4
87,1,1,2,0,1.7,5.5,1.0,5,4
87,1,1,3,0,6.0,3.6,0.2,0,4
87,1,1,4,1,0.0,0.0,0.0,0,4
87,2,2,1,0,6.0,3.6,0.5,5,4
87,2,2,2,0,4.5,0.8,1.0,0,4
87,2,2,3,0,1.7,3.6,0.2,10,4
87,2,2,4,1,0.0,0.0,0.0,0,4
87,3,3,1,0,1.7,5.5,0.2,5,4
87,3,3,2,0,6.0,1.8,1.0,5,4
87,3,3,3,0,3.0,1.8,0.5,5,4
87,3,3,4,1,0.0,0.0,0.0,0,4
87,4,4,1,0,3.0,1.8,1.0,10,4
87,4,4,2,0,1.7,5.5,0.2,0,4
87,4,4,3,0,6.0,1.8,0.5,5,4
87,4,4,4,1,0.0,0.0,0.0,0,4
87,5,5,1,0,4.5,1.8,0.5,0,4
87,5,5,2,0,3.0,5.5,0.2,10,4
87,5,5,3,0,4.5,1.8,1.0,5,4
87,5,5,4,1,0.0,0.0,0.0,0,4
87,6,6,1,0,3.0,3.6,0.2,0,4
87,6,6,2,0,3.0,0.8,0.5,10,4
87,6,6,3,0,6.0,3.6,1.0,5,4
87,6,6,4,1,0.0,0.0,0.0,0,4
93,1,7,1,1,3.0,5.5,1.0,10,1
93,1,7,2,0,4.5,1.8,0.5,5,1
93,1,7,3,0,4.5,0.8,0.2,0,1
93,1,7,4,0,0.0,0.0,0.0,0,1
93,2,8,1,0,6.0,0.8,1.0,5,3
93,2,8,2,0,3.0,3.6,0.2,0,3
93,2,8,3,1,3.0,5.5,0.5,10,3
